threshold,reference_episodes_frequency,expected_detected_episodes_frequency,expected_missed_episodes_frequency,episode_detection_probability_frequency,complete_miss_probability_frequency,mean_detection_delay_min_frequency,reference_episodes_detailed,expected_detected_episodes_detailed,expected_missed_episodes_detailed,episode_detection_probability_detailed,complete_miss_probability_detailed,mean_detection_delay_min_detailed,abs_diff_reference_episodes,abs_diff_expected_detected_episodes,abs_diff_expected_missed_episodes,abs_diff_episode_detection_probability,abs_diff_complete_miss_probability,abs_diff_mean_detection_delay_min,passed
55.0,1407.0,704.5666666666666,702.4333333333333,0.50075811419095,0.49924188580904993,0.9595259497563514,1407.0,704.5666666666666,702.4333333333333,0.50075811419095,0.49924188580904993,0.9595259497563514,0.0,0.0,0.0,0.0,0.0,0.0,True
60.0,3905.0,2206.833333333333,1698.1666666666667,0.5651301749893298,0.4348698250106701,1.0210130151297736,3905.0,2206.833333333333,1698.1666666666667,0.5651301749893298,0.4348698250106701,1.0210130151297736,0.0,0.0,0.0,0.0,0.0,0.0,True
65.0,9187.0,6042.866666666667,3144.133333333333,0.657762780740902,0.342237219259098,1.090769097815974,9187.0,6042.866666666667,3144.133333333333,0.657762780740902,0.342237219259098,1.090769097815974,0.0,0.0,0.0,0.0,0.0,0.0,True
