threshold,interval_min,n_cases_total,n_clusters_total,bootstrap_cluster,bootstrap_reps,cases_with_episodes,reference_episodes,expected_detected_episodes,expected_missed_episodes,episode_detection_probability,episode_detection_ci_low,episode_detection_ci_high,complete_miss_probability,complete_miss_ci_low,complete_miss_ci_high,detection_with_1min_remaining_probability,detection_with_1min_remaining_probability_ci_low,detection_with_1min_remaining_probability_ci_high,detection_with_2min_remaining_probability,detection_with_2min_remaining_probability_ci_low,detection_with_2min_remaining_probability_ci_high,reference_auc_before_first_low_display_fraction,reference_auc_before_first_low_display_fraction_ci_low,reference_auc_before_first_low_display_fraction_ci_high,mean_detection_delay_min,mean_detection_delay_min_ci_low,mean_detection_delay_min_ci_high,mean_remaining_reference_time_min,mean_remaining_reference_time_min_ci_low,mean_remaining_reference_time_min_ci_high,mean_stale_display_after_recovery_min,mean_stale_display_after_recovery_min_ci_low,mean_stale_display_after_recovery_min_ci_high
55.0,5.0,2435,2380,subjectid,1000,748,1407.0,704.5666666666666,702.4333333333333,0.50075811419095,0.48292414595046174,0.5201401123622691,0.49924188580904993,0.47985988763773085,0.5170758540495383,0.3619995261786307,0.3405636661333684,0.38456730532989186,0.1746031746031746,0.15498505095023757,0.19438470384350545,0.5400250691616353,0.5032635589435841,0.5796493221506407,0.9595259497563514,0.9098910802058395,1.0076512875758767,2.105281418050496,1.9395706161149935,2.2872752640743164,2.007206951475296,1.8890333467274942,2.1232880324177597
60.0,5.0,2435,2380,subjectid,1000,1347,3905.0,2206.833333333333,1698.1666666666667,0.5651301749893298,0.5540095251838676,0.5764823067106596,0.4348698250106701,0.42351769328934064,0.44599047481613247,0.4366538625693555,0.423115150873298,0.45079178453759905,0.24322663252240717,0.22929087552624045,0.25875592447338763,0.4573139132029222,0.4316256984295563,0.4825138128215585,1.0210130151297736,0.9856962579882796,1.0557768249084585,2.5326762832615866,2.3750259051392426,2.7073896866089573,1.8945522745009187,1.8311442042631336,1.956375516558721
65.0,5.0,2435,2380,subjectid,1000,1899,9187.0,6042.866666666667,3144.133333333333,0.657762780740902,0.6497059432223731,0.6657682756848902,0.342237219259098,0.33423172431510983,0.35029405677762687,0.5497478320815645,0.5399051012980192,0.5594620795032317,0.35702623272014805,0.34618227955062736,0.36786821105431156,0.3486012684339906,0.33120292940628737,0.36395611557908253,1.090769097815974,1.0659130872956935,1.1163934445700345,3.319968631517786,3.1849934617926943,3.4813678201493645,1.6121000334646176,1.5747888421006835,1.6492028141832293
