variable,vitaldb_mean_unweighted,vitaldb_mean_weighted,inspire_mean,smd_before_weighting,smd_after_weighting
age,59.656711915535446,54.3458677912342,54.43338617486827,0.3514451680619944,-0.005888568810732636
sex_male,0.5517345399698341,0.44210998092114223,0.44447173350004465,0.2157551372059928,-0.00475057728282745
asa_num,1.9264162561576355,1.7777326637290831,1.7401601948999643,0.29035495829806746,0.05857179920143359
duration_min,228.77677224740572,197.1693422298811,177.39673573278557,0.46988074101240523,0.18082445289734786
