threshold,interval_min,n_cases_total,n_clusters_total,bootstrap_cluster,bootstrap_reps,cases_with_episodes,reference_episodes,expected_detected_episodes,expected_missed_episodes,episode_detection_probability,episode_detection_ci_low,episode_detection_ci_high,complete_miss_probability,complete_miss_ci_low,complete_miss_ci_high,detection_with_1min_remaining_probability,detection_with_1min_remaining_probability_ci_low,detection_with_1min_remaining_probability_ci_high,detection_with_2min_remaining_probability,detection_with_2min_remaining_probability_ci_low,detection_with_2min_remaining_probability_ci_high,reference_auc_before_first_low_display_fraction,reference_auc_before_first_low_display_fraction_ci_low,reference_auc_before_first_low_display_fraction_ci_high,mean_detection_delay_min,mean_detection_delay_min_ci_low,mean_detection_delay_min_ci_high,mean_remaining_reference_time_min,mean_remaining_reference_time_min_ci_low,mean_remaining_reference_time_min_ci_high,mean_stale_display_after_recovery_min,mean_stale_display_after_recovery_min_ci_low,mean_stale_display_after_recovery_min_ci_high
55.0,1.0,2435,2380,subjectid,1000,748,1407.0,1407.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,0.3578535891968728,0.3515218152141972,0.36468842372278865,,,,,,
55.0,2.5,2435,2380,subjectid,1000,748,1407.0,1057.9333333333334,349.06666666666666,0.7519071310116087,0.7381895948016451,0.7658806125936052,0.24809286898839136,0.23411938740639487,0.26181040519835497,,,,,,,,,,0.7210704308189972,0.6978809755091697,0.7439991842718487,,,,,,
55.0,3.0,2435,2380,subjectid,1000,748,1407.0,961.8333333333334,445.16666666666663,0.683605780620706,0.6679509741648768,0.6988042197918625,0.31639421937929396,0.3011957802081375,0.33204902583512325,,,,,,,,,,0.7916113132713375,0.7631471332814782,0.8204165825716729,,,,,,
55.0,5.0,2435,2380,subjectid,1000,748,1407.0,704.5666666666666,702.4333333333333,0.50075811419095,0.48292414595046174,0.5201401123622691,0.49924188580904993,0.47985988763773085,0.5170758540495383,,,,,,,,,,0.9595259497563514,0.9098910802058395,1.0076512875758767,,,,,,
55.0,10.0,2435,2380,subjectid,1000,748,1407.0,440.01666666666665,966.9833333333332,0.3127339493011135,0.2934594033353199,0.3308565671775395,0.6872660506988865,0.6691434328224605,0.7065405966646802,,,,,,,,,,1.079384619269472,0.991631601476918,1.1679222429552218,,,,,,
60.0,1.0,2435,2380,subjectid,1000,1347,3905.0,3905.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,0.35607483283539626,0.35223769835083735,0.359765177269203,,,,,,
60.0,2.5,2435,2380,subjectid,1000,1347,3905.0,3110.4,794.6,0.79651728553137,0.7882519535583454,0.8047851472262297,0.20348271446862998,0.19521485277377035,0.21174804644165446,,,,,,,,,,0.7407050182898948,0.724337266092109,0.755791509164645,,,,,,
60.0,3.0,2435,2380,subjectid,1000,1347,3905.0,2876.9444444444443,1028.0555555555557,0.7367335325081804,0.7274507463417169,0.7461912662559206,0.26326646749181964,0.2538087337440794,0.27254925365828303,,,,,,,,,,0.8232177915097679,0.8044679836649877,0.8418234711911838,,,,,,
60.0,5.0,2435,2380,subjectid,1000,1347,3905.0,2206.833333333333,1698.1666666666667,0.5651301749893298,0.5540095251838676,0.5764823067106596,0.4348698250106701,0.4235176932893406,0.44599047481613247,,,,,,,,,,1.0210130151297736,0.9856962579882796,1.0557768249084585,,,,,,
60.0,10.0,2435,2380,subjectid,1000,1347,3905.0,1459.3166666666666,2445.6833333333334,0.37370465215535636,0.3599185968887362,0.38621658052610436,0.6262953478446436,0.6137834194738957,0.6400814031112638,,,,,,,,,,1.1432253299679835,1.075262214743112,1.2050873381892595,,,,,,
65.0,1.0,2435,2380,subjectid,1000,1899,9187.0,9187.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,0.3459296348705296,0.3435183404138542,0.34827376820597405,,,,,,
65.0,2.5,2435,2380,subjectid,1000,1899,9187.0,7800.466666666667,1386.5333333333333,0.8490765937375278,0.8442761398813032,0.8536622880893755,0.15092340626247233,0.14633771191062447,0.15572386011869677,,,,,,,,,,0.7430381658077436,0.7326540935993411,0.7529191769135821,,,,,,
65.0,3.0,2435,2380,subjectid,1000,1899,9187.0,7372.111111111111,1814.888888888889,0.802450322315349,0.797228847810513,0.8081728550999919,0.197549677684651,0.19182714490000813,0.202771152189487,,,,,,,,,,0.8381073314342843,0.8258539418629673,0.8501400834017665,,,,,,
65.0,5.0,2435,2380,subjectid,1000,1899,9187.0,6042.866666666667,3144.133333333333,0.657762780740902,0.6497059432223731,0.6657682756848902,0.342237219259098,0.33423172431510983,0.35029405677762687,,,,,,,,,,1.090769097815974,1.0659130872956935,1.1163934445700345,,,,,,
65.0,10.0,2435,2380,subjectid,1000,1899,9187.0,4343.733333333334,4843.266666666666,0.4728130329088205,0.4639970949510956,0.48135124198725204,0.5271869670911795,0.518648758012748,0.5360029050489044,,,,,,,,,,1.2968740407637054,1.2501330608869354,1.3428598006306425,,,,,,
