pre_qc_art_nibp_cases,primary_coverage_candidate_cases,sampled_cases,input_mode,input_sha256,raw_records,candidate_records,display_events,candidate_retention_rate,display_retention_rate
2788,1995,1995,source_track_files,not applicable,3756113,3755027,74027,0.9997108713183016,0.019708406003759737
