threshold,interval_min,n_cases_total,n_clusters_total,bootstrap_cluster,bootstrap_reps,cases_with_episodes,reference_episodes,expected_detected_episodes,expected_missed_episodes,episode_detection_probability,episode_detection_ci_low,episode_detection_ci_high,complete_miss_probability,complete_miss_ci_low,complete_miss_ci_high,detection_with_1min_remaining_probability,detection_with_1min_remaining_probability_ci_low,detection_with_1min_remaining_probability_ci_high,detection_with_2min_remaining_probability,detection_with_2min_remaining_probability_ci_low,detection_with_2min_remaining_probability_ci_high,reference_auc_before_first_low_display_fraction,reference_auc_before_first_low_display_fraction_ci_low,reference_auc_before_first_low_display_fraction_ci_high,mean_detection_delay_min,mean_detection_delay_min_ci_low,mean_detection_delay_min_ci_high,mean_remaining_reference_time_min,mean_remaining_reference_time_min_ci_low,mean_remaining_reference_time_min_ci_high,mean_stale_display_after_recovery_min,mean_stale_display_after_recovery_min_ci_low,mean_stale_display_after_recovery_min_ci_high,HDR,HDR_ci_low,HDR_ci_high,ODR,ODR_ci_low,ODR_ci_high,NetBias,NetBias_ci_low,NetBias_ci_high,normotensive_display_discordance_min_per_anesthesia_hour,normotensive_display_discordance_ci_low,normotensive_display_discordance_ci_high,hypotensive_display_discordance_min_per_anesthesia_hour,hypotensive_display_discordance_ci_low,hypotensive_display_discordance_ci_high
65.0,1.0,2435,2380,subjectid,1000,1899,9187.0,9187.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,0.3459296348705296,0.3435183404138542,0.348273768205974,,,,,,,0.30312380759886726,0.2941397316921751,0.31248552506878063,0.2856680613721249,0.2770956461214146,0.2945442342772769,-0.017455746226742355,-0.019032485295446593,-0.01594225408533356,0.7129683940541043,0.6874932361292008,0.7411861248509597,0.7605776746131494,0.7340837081924653,0.7885336870478266
65.0,2.5,2435,2380,subjectid,1000,1899,9187.0,7800.466666666667,1386.5333333333333,0.8490765937375278,0.8442761398813032,0.8536622880893755,0.1509234062624723,0.1463377119106244,0.1557238601186967,,,,,,,,,,0.7430381658077436,0.7326540935993411,0.7529191769135821,,,,,,,0.4689943607967215,0.4555855568873224,0.48225579745486324,0.4466008953826838,0.4342244245682721,0.4591931609770576,-0.022393465414037715,-0.024520450830541142,-0.020409762838193457,1.2196605904183664,1.1730997988464529,1.2665549426838607,1.3143394838003308,1.2668224036278086,1.3590973648127773
65.0,3.0,2435,2380,subjectid,1000,1899,9187.0,7372.111111111111,1814.888888888889,0.802450322315349,0.797228847810513,0.8081728550999919,0.197549677684651,0.1918271449000081,0.202771152189487,,,,,,,,,,0.8381073314342843,0.8258539418629673,0.8501400834017665,,,,,,,0.5032210323193276,0.489229755696323,0.5178115786562012,0.47981534788999336,0.4666588633231032,0.4931757673243338,-0.023405684429334227,-0.025885029118070262,-0.021395395346893185,1.3409544620347873,1.2915070996639975,1.39686728298416,1.4468254198846082,1.3969516729319351,1.501718757458815
65.0,5.0,2435,2380,subjectid,1000,1899,9187.0,6042.866666666667,3144.133333333333,0.657762780740902,0.6497059432223731,0.6657682756848902,0.342237219259098,0.3342317243151098,0.3502940567776268,,,,,,,,,,1.090769097815974,1.0659130872956937,1.1163934445700343,,,,,,,0.5974247419434733,0.581867624544135,0.6122406941698799,0.5729922163020157,0.5580414311205506,0.5870330839049442,-0.02443252564145753,-0.02697779970201543,-0.02202809364724751,1.6919342974668123,1.625830407087415,1.7577428133740383,1.840239939267243,1.7737575921523594,1.9070318233833996
65.0,10.0,2435,2380,subjectid,1000,1899,9187.0,4343.733333333334,4843.266666666666,0.4728130329088205,0.4639970949510956,0.481351241987252,0.5271869670911795,0.518648758012748,0.5360029050489044,,,,,,,,,,1.2968740407637054,1.2501330608869354,1.3428598006306425,,,,,,,0.7079525753533956,0.6923387616072485,0.7232735597602188,0.6805359139303808,0.6652613047236884,0.6944034781921445,-0.0274166614230149,-0.030494083164935834,-0.024740701279063297,2.110656913140823,2.031114082283122,2.1960890413676153,2.3533586693335535,2.2725690813023864,2.44464183625266
