variable,vitaldb_mean,inspire_mean,standardized_mean_difference
age,59.656711915535446,54.43338617486827,0.3514451680619944
sex_male,0.5517345399698341,0.44447173350004465,0.2157551372059928
asa_num,1.9264162561576355,1.7401601948999643,0.29035495829806746
duration_min,228.77677224740572,177.39673573278557,0.46988074101240523
